ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q1,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,cornd,cornd_high,cornd_low,melond,melond_high,melond_low,taterd,taterd_high,taterd_low,riced,riced_high,riced_low,materd,materd_high,materd_low,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,melonb,melonb_high,melonb_low,cornb,cornb_high,cornb_low,taterb,taterb_high,taterb_low,riceb,riceb_high,riceb_low,materb,materb_high ,materb_low ,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,mater_l,mater_h,rice_l,rice_h,tater_l,tater_h,corn_low,corn_high,melon_low,melon_high,mater_low,mater_high,rice_low,rice_high,tater_low,tater_high,PROLIFIC_PID,STUDY_ID,full_launch,gc,term,target_state,black,attention
R_3mBeG4cIOCOxhyV,47.6137,-122.3104,1,,1,49,0,0,8.172,0,,,,,,,,,,,,,,,,,,,,11.616,22.566,24.963,3,2,2,,2,2,,2,2,,2,2,,2,2,,4,5,2,3,3,4,2,2,5,4,4,5,3,"2,4,5",4,4,4,3,1,4,4,5,1,1,1,1,100,1,4,23,39,450,576,80,115,133,201,72,124,0.23,0.39,4.5,5.76,0.8,1.15,1.33,2.01,0.72,1.24,663295db8d6c580184e3dd99,RestOfUS,1,,,0,1,1
R_5yOAGxDRlvb2hjP,30.2494,-94.6071,1,,1,45,4.399,4.399,7.879,1,,,,,,,,,,,,,,,,,,,,27.226,27.226,29.6,1,2,2,,2,2,,2,2,,2,2,,2,2,,5,4,2,3,3,4,1,2,5,5,5,5,3,"3,4,5",2,2,2,3,4,1,2,4,1,1,1,9,250,1,2,28,37,424,596,83,119,151,208,86,127,0.28,0.37,4.24,5.96,0.83,1.19,1.51,2.08,0.86,1.27,6609619feb79146b62811775,RestOfUS,1,,,0,1,1
R_5MMr26UVFtL20Ls,39.6562,-104.7866,1,,1,6,0,0,19.258,0,,,,,,,,,,,,,,,,,,,,0,0,52.909,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,4,4,5,1,2,5,5,5,5,5,"3,4,5",1,2,3,3,1,1,2,7,2,1,1,11,250,1,1,23,42,410,620,75,110,131,206,70,115,0.23,0.42,4.1,6.2,0.75,1.1,1.31,2.06,0.7,1.15,63acbbe336a9ca92853dca4a,RestOfUS,1,,,0,1,1
R_5lucTDjcTXzBFWb,40.2906,-76.9487,1,,1,39,0,0,12.368,0,,,,,,,,,,,,,,,,,,,,0,0,26.628,0,2,2,,2,2,,2,2,,2,2,,2,1,,5,5,2,3,4,5,1,2,5,5,5,5,5,"2,4,5",2,2,2,3,1,1,1,4,2,1,1,7,150,3,2,23,41,384,586,73,121,146,202,73,116,0.23,0.41,3.84,5.86,0.73,1.21,1.46,2.02,0.73,1.16,662939c49821886e0246c494,RestOfUS,1,,,0,1,1
R_5Ygj20XD6lnXe3g,40.7123,-74.0068,1,,1,33,0,0,10.511,0,,,,,,,,,,,,,,,,,,,,0,0,62.464,0,2,2,,2,2,,2,2,,2,1,,2,2,,4,5,2,5,5,5,2,7,5,4,5,5,4,"1,2,4",1,3,2,2,1,1,1,4,2,2,1,12,200,6,2,28,43,389,586,78,123,132,217,84,124,0.28,0.43,3.89,5.86,0.78,1.23,1.32,2.17,0.84,1.24,60cd12e804abeb666455cebc,RestOfUS,1,,,0,1,1
R_6Fb7WANWFp7RDtK,36.1988,-86.7881,1,,1,44,0,0,9.88,0,0,0,28.533,0,2,1,,2,1,,2,2,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,5,5,2,4,4,5,1,1,5,5,5,5,5,"1,3,5",2,2,2,2,1,1,2,4,1,1,1,7,120,1,5,29,42,433,643,82,121,126,224,88,120,0.29,0.42,4.33,6.43,0.82,1.21,1.26,2.24,0.88,1.2,633f4f203450d46b01e3d16b,RestOfUS,1,,,1,0,1
R_72PTJ4FXB60agYT,28.3299,-81.3559,1,,1,10,0,0,6.434,0,,,,,,,,,,,,,,,,,,,,0,0,25.041,0,2,1,,1,,2,2,2,,2,1,,2,2,,4,4,2,2,4,4,2,7,5,5,5,5,4,"2,4,7",1,1,2,2,1,1,2,3,2,2,1,6,100,1,2,23,36,433,570,72,120,140,199,79,113,0.23,0.36,4.33,5.7,0.72,1.2,1.4,1.99,0.79,1.13,6579d1fb582e8caf3b42396c,RestOfUS,1,,,0,1,1
R_6LGVvbYQH9f7gaU,39.982,-88.8229,1,,1,14,0,0,9.328,0,7.419,25.749,27.1,2,1,,2,2,2,,2,1,,2,2,,1,,2,,,,,,,,,,,,,,,,,,,,4,3,2,3,4,4,2,7,5,4,4,5,4,"1,3,5",5,4,4,4,3,3,3,3,2,1,1,12,150,1,7,27,40,379,595,81,112,145,219,82,116,0.27,0.4,3.79,5.95,0.81,1.12,1.45,2.19,0.82,1.16,5f0fab5abdec9a1aff2b2744,RestOfUS,1,,,1,0,1
R_55WrzgQ4QFhwTyz,36.3621,-92.3717,1,,1,4,0,0,18.193,0,0,0,25.975,0,2,2,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,3,3,3,1,1,5,5,5,5,3,"2,4,5",2,4,4,3,3,2,2,7,1,1,1,3,75,2,1,23,41,357,631,82,119,133,207,70,114,0.23,0.41,3.57,6.31,0.82,1.19,1.33,2.07,0.7,1.14,667aef5020c649859142a95e,SixStateSample,1,,,1,0,1
R_1FDtfIGfSOVrLpi,43.1147,-85.5177,1,,1,23,1.702,12.064,12.674,2,1.22,17.333,21.109,2,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,3,2,4,4,4,1,2,4,4,4,5,4,"1,2,4",2,3,3,6,2,2,2,4,2,1,1,4,250,1,4,30,42,418,578,78,112,135,216,82,119,0.3,0.42,4.18,5.78,0.78,1.12,1.35,2.16,0.82,1.19,6284fc9d0fecc2c6f5f86655,RestOfUS,1,,,0,0,1
R_65uAM4hgNK14TlL,29.9317,-90.1026,1,,1,14,12.309,12.309,13.358,1,0,0,31.105,0,2,1,,2,2,,2,1,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,3,2,1,1,5,2,3,5,5,5,5,5,"2,4,5",1,1,3,2,1,1,1,4,2,2,1,9,400,1,7,24,37,352,647,72,118,139,196,77,122,0.24,0.37,3.52,6.47,0.72,1.18,1.39,1.96,0.77,1.22,660c28b0eeb115dac604d8c7,RestOfUS,1,,,1,0,1
R_1OW8KPQHtlQmYke,41.2041,-95.9644,0.699999988,,1,28,0,0,5.157,0,,,,,,,,,,,,,,,,,,,,0,0,56.826,0,1,,2,1,,2,1,,2,1,,1,1,,2,4,4,2,3,3,4,1,7,4,4,4,5,4,"4,5,7",5,4,4,5,1,5,5,4,1,1,1,11,300,1,6,26,43,387,578,74,113,144,206,73,128,0.26,0.43,3.87,5.78,0.74,1.13,1.44,2.06,0.73,1.28,66ccb4b5272f83f89a284318,RestOfUS,1,,,0,1,1
R_3AXbv59I7y8c6lI,29.8639,-90.1067,1,,1,19,0,0,15.083,0,,,,,,,,,,,,,,,,,,,,0,0,59.824,0,2,1,,2,2,,2,2,,2,1,,2,1,,5,5,2,5,5,5,2,1,5,5,5,5,4,"1,4,5",3,4,1,6,1,2,2,5,2,1,1,11,150,1,5,24,40,370,631,76,111,137,199,76,122,0.24,0.4,3.7,6.31,0.76,1.11,1.37,1.99,0.76,1.22,65dcdd8a214a774c36a0714b,SixStateSample,1,,,1,1,1
R_1GxnOyCmg4nXY6q,40.7687,-89.6024,1,,1,14,0,0,4.198,0,,,,,,,,,,,,,,,,,,,,4.848,13.842,16.194,6,2,1,,2,2,,2,1,,2,1,,2,1,,4,4,2,3,3,4,1,1,4,4,4,5,4,"3,4,5",3,4,3,6,4,3,4,3,1,1,1,8,100,1,4,26,40,422,567,71,123,148,199,72,122,0.26,0.4,4.22,5.67,0.71,1.23,1.48,1.99,0.72,1.22,5d332957d0635b00013bd785,RestOfUS,1,,,1,1,1
R_1RV6GOgaolimq2k,27.2621,-80.3835,1,,1,10,0,0,13.805,0,2.264,11.956,24.092,7,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,5,2,1,5,5,5,5,3,"2,4,5",2,3,3,3,2,2,3,7,2,1,1,5,100,1,3,25,40,415,550,75,120,138,210,75,120,0.25,0.4,4.15,5.5,0.75,1.2,1.38,2.1,0.75,1.2,62faba5f904642df812944fa,RestOfUS,1,,,0,0,1
R_67d3Z2DLPx2xqpP,33.4683,-112.0549,1,,1,3,0,0,5.864,0,,,,,,,,,,,,,,,,,,,,0,0,31.136,0,2,1,,2,2,,2,2,,2,1,,2,2,,5,5,2,3,3,5,1,7,4,4,5,5,4,"4,5,7",2,1,3,3,1,3,3,3,2,1,1,7,155,1,5,26,39,391,569,82,114,124,226,77,128,0.26,0.39,3.91,5.69,0.82,1.14,1.24,2.26,0.77,1.28,63cff262503b56190be3eb18,RestOfUS,1,,,0,1,1
R_3s6xEy5SQScWCwv,40.275,-76.8039,1,,1,39,6.559,6.559,8.434,1,,,,,,,,,,,,,,,,,,,,12.127,54.041,55.093,3,2,2,,2,2,,2,2,,2,2,,2,2,,4,5,2,4,4,4,1,1,4,4,4,5,4,"1,2,3",1,3,2,2,2,1,2,4,2,1,1,12,300,1,1,25,38,404,568,71,113,124,224,89,113,0.25,0.38,4.04,5.68,0.71,1.13,1.24,2.24,0.89,1.13,5f23ff398626c51fdd6c3fb5,RestOfUS,1,,,0,1,1
R_15SItFtGYiZbR46,35.483,-97.5363,1,TRUE,1,37,0,0,3.553,0,,,,,,,,,,,,,,,,,,,,0,0,16.314,0,2,1,,2,1,,2,1,,2,1,,2,1,,5,5,2,5,5,5,1,4,5,5,5,5,5,"1,2,3",2,4,3,6,1,3,3,3,2,"1,9",1,11,200,1,5,25,37,351,608,77,127,143,194,89,111,0.25,0.37,3.51,6.08,0.77,1.27,1.43,1.94,0.89,1.11,62b628e4351d179f1ff6cc59,RestOfUS,1,,,0,1,1
R_7eURNZRRJiGVbUn,40.7467,-74.0574,1,,1,31,0,0,15.389,0,,,,,,,,,,,,,,,,,,,,0,0,29.889,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,2,2,4,4,4,2,3,4,4,4,5,3,"2,5,7",4,4,3,6,1,5,5,4,2,1,1,12,500,6,6,27,41,387,576,80,118,143,219,90,115,0.27,0.41,3.87,5.76,0.8,1.18,1.43,2.19,0.9,1.15,66f42e274c0e28275441dc22,RestOfUS,1,,,0,1,1
R_5oEEVF2xkSBWa4C,38.8557,-77.1486,1,,1,48,20.63,20.931,23.064,2,1.877,8.95,13.817,3,2,1,,2,1,,1,,2,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,1,7,5,5,5,5,5,"1,4,5",1,1,3,6,2,2,4,4,2,1,1,11,200,1,5,24,38,436,649,85,112,139,203,81,125,0.24,0.38,4.36,6.49,0.85,1.12,1.39,2.03,0.81,1.25,66dc38b73a438ca9e1aa3ad9,RestOfUS,1,,,0,0,1
R_1elclVy76sckNmg,33.774,-111.9117,1,,1,3,0,0,39.135,0,0,0,35.184,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,4,3,5,1,2,4,5,4,5,3,"3,4,7",2,3,2,3,1,2,2,5,2,1,1,8,125,1,6,28,38,368,596,85,110,135,227,80,123,0.28,0.38,3.68,5.96,0.85,1.1,1.35,2.27,0.8,1.23,5e121701dc79bd8a1a22ca99,RestOfUS,1,,,0,0,1
R_6JnmkoCioiFcdyN,42.0096,-87.6928,1,,1,14,0,0,9.56,0,0,0,14.42,0,2,1,,2,1,,2,1,,2,1,,1,,2,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,1,1,3,3,3,5,2,"4,5,7",4,3,3,4,4,3,5,3,2,1,1,8,100,1,1,29,39,358,649,72,129,139,203,74,121,0.29,0.39,3.58,6.49,0.72,1.29,1.39,2.03,0.74,1.21,6650aa42770ff6854374d9cf,RestOfUS,1,,,1,0,1
R_1KqiNVlsULna5dn,35.3195,-87.7622,1,,1,44,0,0,13.053,0,,,,,,,,,,,,,,,,,,,,0,0,62.123,0,2,1,,2,2,,2,2,,2,1,,2,1,,4,5,2,4,4,3,1,2,5,4,4,1,3,"4,5,7",3,4,4,6,1,2,3,5,2,1,1,5,100,1,5,26,41,369,626,89,127,124,210,74,128,0.26,0.41,3.69,6.26,0.89,1.27,1.24,2.1,0.74,1.28,66d87a86976e6622bb873a30,SixStateSample,1,,,1,1,
R_1P20KccIRZyamAh,40.3989,-79.9332,1,,1,39,4.379,4.978,6.407,2,,,,,,,,,,,,,,,,,,,,2.359,32.777,33.663,6,1,,1,1,,1,1,,1,1,,1,1,,1,2,2,2,3,2,4,2,7,4,2,3,5,3,"4,5,7",5,4,3,5,4,5,5,6,1,1,1,5,200,1,5,27,41,395,574,76,124,143,199,70,127,0.27,0.41,3.95,5.74,0.76,1.24,1.43,1.99,0.7,1.27,5f5452df72345118f58d187b,RestOfUS,1,,,0,1,1
R_71ZztyuDXsM9PHX,39.2835,-84.4723,1,,1,18,0,0,3.687,0,,,,,,,,,,,,,,,,,,,,0,0,35.821,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,4,4,4,2,7,4,4,4,5,3,"4,5,7",3,4,4,6,1,2,3,4,2,1,1,11,300,1,6,30,42,418,583,77,113,157,227,79,127,0.3,0.42,4.18,5.83,0.77,1.13,1.57,2.27,0.79,1.27,66f45c9b8bbc7700d44507cc,SixStateSample,1,,,1,1,1
R_5fNsnUZHauk0htf,41.0524,-80.6005,1,,1,36,0,0,29.582,0,0,0,29.534,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,4,1,7,4,4,3,5,2,"4,5,7",5,4,4,6,2,3,4,3,2,1,1,7,175,1,4,27,38,413,607,79,116,146,193,86,119,0.27,0.38,4.13,6.07,0.79,1.16,1.46,1.93,0.86,1.19,66464711c6986686ce7a99ec,RestOfUS,1,,,0,0,1
R_71FpJxAGv3lcGc1,35.3288,-118.9748,1,,1,5,0,0,5.085,0,0,0,13.182,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,4,1,1,4,4,4,5,4,"4,5,6",1,3,3,3,1,1,2,4,1,1,1,4,50,1,1,27,37,359,597,76,111,138,217,83,114,0.27,0.37,3.59,5.97,0.76,1.11,1.38,2.17,0.83,1.14,5a286558564bdf00016463fc,RestOfUS,1,,,0,0,1
R_1yfdj0NKGDQXntD,40.1104,-83.1131,1,,1,36,6.042,11.575,15.136,10,1.414,41.953,48.318,20,2,2,,2,1,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,3,5,2,2,4,5,4,5,3,"1,3,4",3,2,3,3,1,3,3,6,2,1,1,11,600,1,6,25,41,400,608,74,129,137,196,89,128,0.25,0.41,4,6.08,0.74,1.29,1.37,1.96,0.89,1.28,66293a97afaf09c613477f83,RestOfUS,1,,,0,0,1
R_3WUMOR5hNGBzjNf,36.0215,-80.382,1,,1,34,2.298,2.298,30.189,1,2.957,2.957,19.221,1,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,1,1,4,4,4,5,3,"4,5,7",3,4,3,6,2,3,3,4,1,1,1,6,100,1,4,29,41,374,557,74,121,144,212,73,127,0.29,0.41,3.74,5.57,0.74,1.21,1.44,2.12,0.73,1.27,53b98f20fdf99b472f4700e4,RestOfUS,1,,,0,0,1
R_39lX9cDPHx0q0kk,37.6456,-91.536,1,,1,26,0,0,6.106,0,0,0,23.34,0,2,2,,2,2,,2,1,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,2,7,3,3,3,5,3,"3,4,7",3,4,4,6,1,3,3,4,1,1,1,3,100,1,1,23,37,429,615,75,110,141,223,75,117,0.23,0.37,4.29,6.15,0.75,1.1,1.41,2.23,0.75,1.17,5f467b0a0d1aef037515c8c9,SixStateSample,1,,,1,0,1
R_7QAWBeGxDhcLqbn,32.4143,-90.1185,1,,1,25,3.125,3.125,8.022,1,1.048,1.048,16.248,1,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,1,6,5,5,5,5,5,"1,3,7",1,1,1,2,3,1,1,3,2,2,1,11,35,3,2,29,39,409,620,76,118,154,218,71,115,0.29,0.39,4.09,6.2,0.76,1.18,1.54,2.18,0.71,1.15,655f9bb3070d42d4bc67e866,SixStateSample,1,,,1,0,1
R_7D0Aj7d8Y1jY64c,35.334,-81.8651,1,,1,42,0,0,10.508,0,0,0,20.417,0,2,2,,2,1,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,4,1,7,4,4,4,5,4,"4,5,7",2,2,2,3,1,2,2,5,1,2,1,9,75,1,3,28,43,392,592,74,119,129,213,85,127,0.28,0.43,3.92,5.92,0.74,1.19,1.29,2.13,0.85,1.27,5a07a6af002e1800019d6aab,RestOfUS,1,,,0,0,1
R_7Uf1mTkepOcpEf2,41.5363,-81.3401,1,,1,36,0,0,7.865,0,,,,,,,,,,,,,,,,,,,,9.208,15.206,29.792,2,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,4,4,5,1,7,5,5,5,5,5,"1,2,4",1,2,2,2,2,1,1,3,2,1,1,11,100,1,1,23,39,412,592,77,116,126,194,70,129,0.23,0.39,4.12,5.92,0.77,1.16,1.26,1.94,0.7,1.29,667981cd5ba91c2ae804e4f3,RestOfUS,1,,,0,1,1
R_1gEUEOTASriFntT,40.4725,-79.9109,1,,1,39,0,0,15.919,0,,,,,,,,,,,,,,,,,,,,0,0,31.382,0,2,2,,2,2,,2,2,,2,2,,2,2,,4,4,2,3,3,4,1,1,4,4,4,,4,"1,4,7",2,2,3,6,1,2,2,3,2,1,1,1,150,1,2,23,43,388,600,88,126,140,202,70,111,0.23,0.43,3.88,6,0.88,1.26,1.4,2.02,0.7,1.11,607d1e0daab618791e96a605,RestOfUS,1,,,0,1,
R_1btdIKi15jK6CJ3,32.8687,-96.8626,1,,1,45,0,0,15.865,0,40.593,40.593,41.999,1,2,2,,2,1,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,5,2,1,5,5,5,5,3,"2,4,7",2,3,2,3,1,2,2,4,1,1,1,7,150,1,1,26,38,384,642,87,129,142,211,80,114,0.26,0.38,3.84,6.42,0.87,1.29,1.42,2.11,0.8,1.14,6595be83dbc6d36b1ef53d28,RestOfUS,1,,,0,0,1
R_6f1A4eZwahSEoHj,21.4337,-158.1767,1,,1,12,0,0,11.262,0,0,0,13.36,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,4,4,5,1,1,4,4,4,5,4,"3,4,7",3,3,3,6,2,2,3,4,2,10,1,12,150,1,2,26,36,429,583,87,116,150,193,86,118,0.26,0.36,4.29,5.83,0.87,1.16,1.5,1.93,0.86,1.18,654673a478fa48783a0ad5bc,RestOfUS,1,,,0,0,1
R_1fku880qttX8WCg,35.8585,-84.1206,1,,1,44,0,0,12.672,0,,,,,,,,,,,,,,,,,,,,3.657,51.438,93.844,8,2,1,,2,1,,2,1,,2,1,,2,1,,4,5,2,5,5,5,1,1,4,5,4,5,3,"1,3,5",4,4,4,4,3,1,2,4,2,1,1,6,50,1,7,23,39,359,585,87,127,145,225,74,116,0.23,0.39,3.59,5.85,0.87,1.27,1.45,2.25,0.74,1.16,5d849ee0a954540019f513dd,SixStateSample,1,,,1,1,1
R_1nrsGs1jG7BcUIE,47.1016,-123.0591,1,,1,49,0,0,12.415,0,0,0,32.426,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,2,4,5,1,2,4,4,4,5,3,"4,5,7",2,2,2,3,1,2,2,4,2,1,1,2,175,1,2,28,40,392,602,88,121,142,217,86,130,0.28,0.4,3.92,6.02,0.88,1.21,1.42,2.17,0.86,1.3,5cba9a8a214b1a0016ccf708,RestOfUS,1,,,0,0,1
R_1K3iaLTdTZ6qA28,35.0644,-89.6759,1,,1,44,0,0,12.185,0,,,,,,,,,,,,,,,,,,,,0,0,51.574,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,5,2,3,3,4,1,7,4,4,4,5,3,"2,4,7",2,3,4,6,4,2,3,6,2,1,1,11,250,1,2,26,43,388,595,70,116,128,194,78,121,0.26,0.43,3.88,5.95,0.7,1.16,1.28,1.94,0.78,1.21,6557a5752b96c7460bd7ea52,SixStateSample,1,,,1,1,1
R_50uVKO336CKMd9g,42.5511,-71.256,1,,1,22,0,0,9.336,0,0,0,15.201,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,4,1,1,5,4,4,5,4,"4,5,7",3,4,3,6,1,2,3,3,1,1,1,11,70,1,3,24,37,391,621,73,120,150,193,70,118,0.24,0.37,3.91,6.21,0.73,1.2,1.5,1.93,0.7,1.18,66797cfa223ce836775e0038,RestOfUS,1,,,0,0,1
R_3S08FbiFYartTWy,42.4261,-83.2514,1,,1,23,0,0,11.35,0,0,0,57.548,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,4,2,3,3,5,1,2,5,5,5,5,5,"3,4,5",2,2,1,3,1,1,2,4,1,1,1,7,150,1,1,26,39,429,594,85,125,139,194,84,124,0.26,0.39,4.29,5.94,0.85,1.25,1.39,1.94,0.84,1.24,662a5d2a3e89bf05889ec55a,RestOfUS,1,,,0,0,1
R_3yJSjXOUZRTFJ4t,41.6432,-83.6753,1,,1,36,0,0,8.429,0,,,,,,,,,,,,,,,,,,,,0,0,126.614,0,2,1,,2,2,,2,2,,2,1,,2,2,,4,5,2,3,3,5,1,1,5,4,4,5,3,"4,5,7",3,4,3,6,1,2,3,6,1,1,1,7,200,1,2,23,39,374,639,87,129,136,227,82,114,0.23,0.39,3.74,6.39,0.87,1.29,1.36,2.27,0.82,1.14,66106cb0a3498a31bbf902c1,RestOfUS,1,,,0,1,1
R_7mIfszF0gobdRLj,37.7538,-87.0779,1,,1,18,3.391,3.391,7.234,1,,,,,,,,,,,,,,,,,,,,2.801,73.922,74.508,4,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,4,4,4,1,1,4,4,4,5,3,"1,3,4",2,3,4,3,1,2,3,6,2,"1,3",1,10,110,1,3,28,36,414,595,77,123,145,210,78,115,0.28,0.36,4.14,5.95,0.77,1.23,1.45,2.1,0.78,1.15,63a18415816a2a0cbe438f1b,SixStateSample,1,,,1,1,1
R_107676zmq1oFVvR,33.1062,-117.2947,1,,1,5,0,0,9.65,0,,,,,,,,,,,,,,,,,,,,0,0,34.351,0,2,1,,2,1,,2,1,,2,1,,1,,2,3,4,2,2,2,4,1,7,4,4,4,5,4,"4,5,7",3,4,4,6,1,2,2,3,1,6,1,1,40,1,3,30,43,373,595,89,126,157,199,75,115,0.3,0.43,3.73,5.95,0.89,1.26,1.57,1.99,0.75,1.15,67071ef986a2fa82398e47a5,RestOfUS,1,,,0,1,1
R_7CTEwtU0KvG4BtD,42.2739,-89.0474,1,,1,14,0,0,14.184,0,22.904,22.904,24.556,1,1,,2,1,,2,2,1,,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,4,4,2,4,3,4,1,1,3,4,4,5,2,"4,5,7",3,3,3,3,1,2,2,5,2,2,1,9,200,1,5,27,40,450,648,86,129,141,194,81,110,0.27,0.4,4.5,6.48,0.86,1.29,1.41,1.94,0.81,1.1,5eaf2b7e05ff7862e21e9d3b,RestOfUS,1,,,1,0,1
R_32DOa5N9Omz0uNH,30.7187,-97.7533,1,,1,45,2.109,2.109,13.815,1,11.942,11.942,20.843,1,2,2,,2,1,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,1,5,4,4,1,4,"1,4,5",1,1,2,2,2,1,3,4,1,2,1,11,200,3,4,26,38,413,629,76,113,138,201,75,110,0.26,0.38,4.13,6.29,0.76,1.13,1.38,2.01,0.75,1.1,668bf688d58206e61f399a88,RestOfUS,1,,,0,0,
R_3SoH2ZIzQcS2gkT,41.7405,-87.6587,1,,1,14,0,0,17.237,0,0,0,37.263,0,2,2,,2,2,,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,5,5,2,4,4,5,2,7,5,5,5,5,5,"4,5,7",2,4,2,3,1,1,2,5,1,2,1,6,75,3,3,23,38,394,566,81,116,155,216,84,129,0.23,0.38,3.94,5.66,0.81,1.16,1.55,2.16,0.84,1.29,6682fbc595609e3f88048a53,RestOfUS,1,,,1,0,1
R_3VPJdE6w6yVXMo6,39.4126,-76.5789,1,,1,21,0,0,7.822,0,8.672,8.672,18.953,1,2,2,,2,1,,2,1,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,3,3,4,2,7,4,4,4,5,3,"1,2,4",4,2,2,3,1,1,2,4,2,9,1,11,150,1,2,30,40,407,560,73,129,140,199,89,119,0.3,0.4,4.07,5.6,0.73,1.29,1.4,1.99,0.89,1.19,65cb5a3ca891e8c49578aec4,RestOfUS,1,,,0,0,1
R_3SlxHmHtS6ACZ8F,42.3858,-88.3547,1,,1,14,0,0,6.251,0,,,,,,,,,,,,,,,,,,,,0,0,33.449,0,2,1,,2,2,,2,2,,2,1,,2,1,,3,4,2,4,4,4,2,1,4,4,4,5,5,"2,3,5",3,2,3,6,2,2,3,3,2,15,3,9,140,1,7,24,40,412,586,70,124,131,227,83,124,0.24,0.4,4.12,5.86,0.7,1.24,1.31,2.27,0.83,1.24,6695c0f382fd54349473da11,RestOfUS,1,,,1,1,1
R_5jU2CV4LoL0j166,32.166,-80.7574,1,,1,33,19.277,19.358,20.127,2,,,,,,,,,,,,,,,,,,,,44.005,45.516,46.603,2,2,2,,2,2,,2,2,,1,,1,1,,2,5,3,2,5,5,5,1,5,5,5,5,5,5,"2,5,6",1,2,2,3,1,1,1,4,2,1,1,8,100,3,4,28,38,383,562,87,115,148,193,85,127,0.28,0.38,3.83,5.62,0.87,1.15,1.48,1.93,0.85,1.27,5ef8dcdad9a3d864a1dea285,RestOfUS,1,,,0,1,1
R_3YKFJm8EbNCWrgP,37.7183,-122.4103,1,,1,5,0,0,13.137,0,,,,,,,,,,,,,,,,,,,,0,0,34.35,0,2,1,,2,1,,2,1,,2,1,,2,1,,5,5,2,4,4,5,1,3,4,4,4,5,4,"1,4,5",3,3,4,4,2,2,3,3,2,6,1,12,100,1,1,26,38,418,640,89,120,125,216,79,118,0.26,0.38,4.18,6.4,0.89,1.2,1.25,2.16,0.79,1.18,65847ecf0896ca006d2c00b7,RestOfUS,1,,,0,1,1
