duration,ResponseId,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q102_6,Q102_7,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,maters_l,maters_h,rice_l,rice_h,taters_l,taters_h,corn_low,corn_high,melon_low,melon_high,maters_low,maters_high,rice_low,rice_high,taters_low,taters_high,full_launch,gc,term,target_state,black,attention
734,R_6rVm2CgvLmOymzI,Kentucky,5.467,24.895,26.154,7,,,,,1.049,96.351,97.33,55,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,,,Sold by a socially responsible compmany,,Somewhat responsible,Somewhat influences,Slightly familiar,Very important,"Yes, I understand the difference",Very important,Very important,45 - 54,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",400,Supermarket,Moderately Liberal,26,40,443,626,85,121,148,197,87,124,0.26,0.4,4.43,6.26,0.85,1.21,1.48,1.97,0.87,1.24,,,,,1,1
615,R_1SiU9iN1507nsMU,Louisiana,0,0,4.34,0,0,0,192.59,0,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,31-40%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,Price,,,,Very responsible,Slightly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,45 - 54,Female,,,,,,,,,,,,,,,some other race,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",150,Supermarket,Neutral,28,41,415,630,70,118,146,228,76,111,0.28,0.41,4.15,6.3,0.7,1.18,1.46,2.28,0.76,1.11,,,,,0,1
579,R_6flz6rdye1r7AFX,Tennessee,0,0,73.571,0,,,,,0,0,40.725,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,41-50%,Agree,Agree,Agree,Strongly Agree,Agree,,Organically grown,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$20,000 - $29,999",500,Health/Natural Food Store,Extremely Liberal,26,40,397,601,80,111,156,213,88,122,0.26,0.4,3.97,6.01,0.8,1.11,1.56,2.13,0.88,1.22,,,,,1,1
546,R_1JPI3ZjrMxZTlpf,Alabama,0,0,14.887,0,,,,,0,0,87.554,0,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,0-5%,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,,,Widely available/ convenient,Neutral,Somewhat influences,Not familiar at all,Somewhat important,I'm not sure,Somewhat important,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",150,Supermarket,Extremely Liberal,28,36,371,555,80,119,156,205,89,123,0.28,0.36,3.71,5.55,0.8,1.19,1.56,2.05,0.89,1.23,,,,,1,1
232,R_5QDjcLRLO7Ur5oZ,Louisiana,0,0,7.249,0,,,,,11.9,26.8,46.641,5,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,Sold by a socially responsible compmany,,Neutral,Somewhat influences,Slightly familiar,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Very important,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Supermarket,Neutral,30,37,386,640,72,125,143,224,89,130,0.3,0.37,3.86,6.4,0.72,1.25,1.43,2.24,0.89,1.3,1,,,1,1,1
255,R_6IyMG6MdjYUke6F,Kentucky,0,0,11.275,0,,,,,0,0,25.192,0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,,Price,,,,Somewhat responsible,Does not influence,Slightly familiar,Somewhat important,"Yes, but I'm unsure of the difference",Very important,Somewhat important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",75,Supermarket,Extremely Liberal,29,39,440,629,76,130,152,221,80,125,0.29,0.39,4.4,6.29,0.76,1.3,1.52,2.21,0.8,1.25,1,,,1,1,1
283,R_7sVSRw9SwiBk58t,Arkansas,0,0,13.958,0,0,0,24.863,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",40,Direct from a Producer,Neutral,28,38,390,558,73,123,157,211,75,118,0.28,0.38,3.9,5.58,0.73,1.23,1.57,2.11,0.75,1.18,1,,,1,0,1
292,R_1fpbtUTz95djWcR,Tennessee,0.984,29.039,32.237,2,1.205,1.205,14.252,1,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,Supports the local economy,,,,,Neutral,Slightly influences,Slightly familiar,Neutral,I'm not sure,Neutral,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",100,Supermarket,Slightly Conservative,25,40,404,570,71,117,132,195,88,111,0.25,0.4,4.04,5.7,0.71,1.17,1.32,1.95,0.88,1.11,1,,,1,0,1
317,R_7m9QVnNTD9ZKXeG,Mississippi,7.383,7.383,15.725,1,3.829,14.71,16.03,7,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,11-20%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,,,Widely available/ convenient,Neutral,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Neutral,Not important at all,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",300,Supermarket,Neutral,29,43,372,649,83,130,157,219,74,115,0.29,0.43,3.72,6.49,0.83,1.3,1.57,2.19,0.74,1.15,1,,,1,0,1
274,R_5rBnHtvtbgJmMH7,Louisiana,0.833,4.87,10.946,2,,,,,1.2,21.004,33.973,8,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,6-10%,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Neutral,Does not influence,Not familiar at all,Neutral,"No, I believe they are the same",Somewhat important,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",200,Supermarket,Moderately Conservative,27,41,355,636,75,125,139,216,75,122,0.27,0.41,3.55,6.36,0.75,1.25,1.39,2.16,0.75,1.22,1,,,1,1,1
354,R_6rIAbFMBPXJb14p,Missouri,0,0,48.255,0,20.361,20.361,46.301,1,,,,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Not very important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",25,Supermarket,Extremely Liberal,29,42,428,627,84,125,141,215,79,121,0.29,0.42,4.28,6.27,0.84,1.25,1.41,2.15,0.79,1.21,1,,,1,0,1
345,R_3InybGiHSvdZHk5,Missouri,3.06,3.06,4.693,1,0,0,12,0,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Agree,Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Not responsible at all,Does not influence,Slightly familiar,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$50,000 - $59,999",200,Supermarket,Neutral,27,43,360,595,87,112,153,218,86,123,0.27,0.43,3.6,5.95,0.87,1.12,1.53,2.18,0.86,1.23,1,,,1,0,1
293,R_1jrIAxmmSafNHST,Mississippi,5.355,5.355,12.995,1,8.896,8.896,21.084,1,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,6-10%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,Supports the local economy,,,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"No, I believe they are the same",Very important,Very important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket,Slightly Conservative,30,37,443,632,72,123,148,209,77,113,0.3,0.37,4.43,6.32,0.72,1.23,1.48,2.09,0.77,1.13,1,,,1,0,1
405,R_3cc3cb7fgAVwwq1,Tennessee,0,0,23.195,0,,,,,10.467,81.425,90.193,9,Strongly Agree,Agree,Disagree,Neither Agree or Disagree,Agree,Strongly Agree,People outside of your race in your local community,6-10%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,Supports the local economy,Price,,,Widely available/ convenient,Somewhat responsible,Slightly influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",200,Supermarket,Moderately Liberal,30,42,353,613,87,120,150,219,83,124,0.3,0.42,3.53,6.13,0.87,1.2,1.5,2.19,0.83,1.24,1,,,1,1,1
294,R_14TI4N03i7Ty2xb,Tennessee,0,0,6.453,0,0,0,18.192,0,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,Healthiness,,,Not responsible at all,Does not influence,Somewhat familiar,Not important at all,"No, I believe they are the same",Very important,Very important,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",400,Supermarket,Moderately Liberal,27,37,429,554,81,122,153,197,74,113,0.27,0.37,4.29,5.54,0.81,1.22,1.53,1.97,0.74,1.13,1,,,1,0,1
414,R_11aBelcEzxoyACd,Tennessee,0,0,4.473,0,,,,,19.296,19.296,40.554,1,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,0-5%,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Does not influence,Not familiar at all,Neutral,"Yes, I understand the difference",Very important,Neutral,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",400,Supermarket,Neutral,27,39,394,556,78,118,130,210,71,127,0.27,0.39,3.94,5.56,0.78,1.18,1.3,2.1,0.71,1.27,1,,,1,1,1
377,R_1qWO0Zj5H4I4W30,Missouri,11.873,12.513,13.197,2,,,,,6.967,49.333,55.772,11,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Very responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Very important,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",150,Supermarket,Moderately Liberal,29,39,383,633,77,111,154,215,77,126,0.29,0.39,3.83,6.33,0.77,1.11,1.54,2.15,0.77,1.26,1,,,1,1,1
318,R_5VvVxN5im9Gbg69,Tennessee,0.864,0.864,6.45,1,,,,,1.614,1.614,20.018,1,Agree,Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,11-20%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Neutral,Does not influence,Not familiar at all,Neutral,I'm not sure,Somewhat important,Not very important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",150,Supermarket,Slightly Liberal,29,36,440,575,82,115,133,208,74,112,0.29,0.36,4.4,5.75,0.82,1.15,1.33,2.08,0.74,1.12,1,,,1,1,1
114,R_37QJ0PpcvwWmssG,South Carolina,0.916,0.916,2.734,1,0.766,2.315,10.695,3,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,31-40%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,Organically grown,Supports the local economy,,,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",300,Health/Natural Food Store,Extremely Conservative,25,40,442,614,78,123,149,199,70,125,0.25,0.4,4.42,6.14,0.78,1.23,1.49,1.99,0.7,1.25,1,,,0,0,1
159,R_1TEPHhAxGLysMCx,Oklahoma,0,0,4.94,0,0,0,14.426,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,21-30%,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,,,Healthiness,,,Somewhat responsible,Does not influence,Somewhat familiar,Neutral,"Yes, I understand the difference",Neutral,Not very important,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",250,Supermarket,Slightly Conservative,24,43,447,563,87,117,124,225,90,112,0.24,0.43,4.47,5.63,0.87,1.17,1.24,2.25,0.9,1.12,1,,,0,0,1
210,R_7DonIxujnTL0s7c,Connecticut,0,0,7.997,0,,,,,0,0,16.233,0,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Within your race but outside of your local community,6-10%,Disagree,Neither Agree or Disagree,Disagree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not responsible at all,Does not influence,Not familiar at all,Not important at all,"No, I believe they are the same",Not important at all,Not important at all,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",300,Supermarket,Slightly Conservative,29,38,401,642,73,126,153,217,77,120,0.29,0.38,4.01,6.42,0.73,1.26,1.53,2.17,0.77,1.2,1,,,0,1,1
374,R_17J7rl1GwGmR4RM,Missouri,0,0,37.729,0,,,,,1.127,1.127,41.127,1,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,6-10%,Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,,Healthiness,Sold by a socially responsible compmany,,Somewhat responsible,Somewhat influences,Slightly familiar,Somewhat important,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",250,Supermarket,Slightly Liberal,28,40,416,637,77,119,152,227,89,123,0.28,0.4,4.16,6.37,0.77,1.19,1.52,2.27,0.89,1.23,1,,,1,1,1
405,R_3WuLnb3TQ3ulJMc,Tennessee,0,0,4.182,0,0,0,12.911,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",100,Supermarket,Moderately Conservative,27,38,365,633,80,120,142,228,72,122,0.27,0.38,3.65,6.33,0.8,1.2,1.42,2.28,0.72,1.22,1,,,1,0,1
179,R_3AYcQA82tLHXMCw,Minnesota,0,0,5.317,0,0,0,14.213,0,,,,,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,Organically grown,,,Healthiness,,,Neutral,Somewhat influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Neutral,Not very important,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",200,Supermarket,Neutral,26,42,375,551,83,123,136,199,75,114,0.26,0.42,3.75,5.51,0.83,1.23,1.36,1.99,0.75,1.14,1,,,0,0,1
219,R_7AXxXd24ZF5m0s6,Michigan,0,0,8.927,0,0,0,12.612,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,0-5%,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,,Price,Healthiness,,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Neutral,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",50,Supermarket,Extremely Liberal,23,37,422,650,85,124,127,216,74,118,0.23,0.37,4.22,6.5,0.85,1.24,1.27,2.16,0.74,1.18,1,,,0,0,1
236,R_3rrs8JzFDTLS4na,Missouri,0,0,8.02,0,0,0,12.178,0,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,Healthiness,,,Not very responsible,Slightly influences,Slightly familiar,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",150,Supermarket,Neutral,24,42,392,585,77,115,133,197,87,125,0.24,0.42,3.92,5.85,0.77,1.15,1.33,1.97,0.87,1.25,1,,,1,0,1
275,R_5JBmNh24aR59j1v,Tennessee,0.824,0.824,3.087,1,,,,,1.683,14.031,15.801,4,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Not very responsible,Slightly influences,Slightly familiar,Not very important,"Yes, but I'm unsure of the difference",Neutral,Not very important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",150,Supermarket,Slightly Conservative,28,41,385,582,72,120,129,206,76,130,0.28,0.41,3.85,5.82,0.72,1.2,1.29,2.06,0.76,1.3,1,,,1,1,1
297,R_7dMaNbGeIIXCtO1,Mississippi,6.499,6.499,8.801,1,,,,,11.65,34.21,37.247,7,Agree,Agree,Disagree,Neither Agree or Disagree,Agree,Agree,People outside of your race in your local community,11-20%,Agree,Disagree,Disagree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not very responsible,Slightly influences,Somewhat familiar,Not very important,"Yes, I understand the difference",Not very important,Not important at all,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",100,Supermarket,Slightly Conservative,26,36,428,564,83,121,152,205,74,127,0.26,0.36,4.28,5.64,0.83,1.21,1.52,2.05,0.74,1.27,1,,,1,1,1
223,R_1kiSDaxNoEcQmL3,Virginia,0,0,7.223,0,0,0,16.094,0,,,,,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Disagree,Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,,,Widely available/ convenient,Not responsible at all,Does not influence,Somewhat familiar,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",300,Supermarket,Slightly Conservative,26,41,408,603,81,122,136,227,78,119,0.26,0.41,4.08,6.03,0.81,1.22,1.36,2.27,0.78,1.19,1,,,0,0,1
