duration,ResponseId,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31
302,R_Rtriw9x0FvhV92V,Arkansas,,,,The fish ,Banana ,Apple ,Strongly Agree,Strongly Agree,Agree,,,Ramps,,Pawpaws,,Persimmons,,,,,Cattails,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,Community Programs or Workshops,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,7,Trust,Strongly Trust,Strongly Trust,Strongly Trust,Trust,Strongly Trust,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",3,Catholic,105,82,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
213,R_2WSuFIfL9zEbomB,Tennessee,,,Shelby,Pumpkin ,Pumpkin ,Apple ,Neutral,Agree,Agree,Pecans,,,Muscadine Grapes,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,7,Neutral,Trust,Neutral,Trust,Neutral,Trust,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$10,000 - $19,999",5,None of the above or other,158,58,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
213,R_31RYJ5QIhndK9Vq,Mississippi,,Attala,,Tacos,Burgers,Apple pie,Neutral,Neutral,Neutral,Pecans,Blackberries,Ramps,Muscadine Grapes,Pawpaws,Mayhaw,Persimmons,Mushrooms,Sassafras,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Neutral,,,,,Seeking medical advice or consultation about prevention,,,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18 - 24,Male,White,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","Less than $10,000",3,Catholic,36,46,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)"
600,R_XzdfgDlIo5dm7ol,Arkansas,,,,Rice and corn,Rice fish,Apple trees,Strongly Agree,Strongly Agree,Neutral,Pecans,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,,Wild Herbs,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Neutral,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,1,Strongly Distrust,Strongly Trust,Neutral,Strongly Trust,Trust,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",4,None of the above or other,102,11,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
276,R_3Hz6e1whEfKcnh0,Arkansas,,,,Potatoes apple cherry,Alfalfa ,Apples,Neutral,Neutral,Neutral,,,,,,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),,Not Concerned at all,Using insect repellent when outdoors,,,,,,,4,Neutral,Strongly Trust,Neutral,Distrust,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",2,Not religious,129,45,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
197,R_WCe9tsr6Pq1gs8h,Arkansas,,,,Fruit ,Beans,Apples,Agree,Agree,Agree,Pecans,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",1,Not religious,73,74,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
527,R_3HkyzulPXCECPXM,Arkansas,,,,Corn,Beef,Apples,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it.,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Trust,Neutral,Neutral,Neutral,Neutral,Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",3,None of the above or other,101,20,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
210,R_3lVntJREaKFpJfM,Tennessee,,,Maury,Pizza,Chicken ,Apples,Neutral,Neutral,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,News/Media,,Social Media,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,7,Neutral,Trust,Trust,Neutral,Distrust,Trust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",7,Catholic,101,29,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
274,R_33C2dU9BYQPfuRW,Louisiana,Bossier,,,Crawfish,Corn,Apples,Agree,Agree,Agree,Pecans,,,,,,,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,Using insect repellent when outdoors,,,,,,,6,Neutral,Neutral,Neutral,Neutral,Distrust,Distrust,18 - 24,Male,,,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$30,000 - $39,999",2,None of the above or other,190,52,,,,,,,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
360,R_Brmx7PNJtkzJ7m9,Arkansas,,,,Watermelon ,Oranges,Apples,Neutral,Neutral,Strongly Disagree,Pecans,,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,,,,Not Concerned at all,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,3,Strongly Distrust,Strongly Distrust,Neutral,Neutral,Strongly Distrust,Distrust,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",4,Not religious,121,34,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
269,R_1CrR2paQIt5RKwX,Tennessee,,,Montgomery,Corn,Potatoes,Apples,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Neutral,,,Checking for ticks after spending time outdoors,,,,,5,Neutral,Neutral,Neutral,Neutral,Neutral,Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",4,Not religious,145,34,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
383,R_241y5giLMou8FdA,Tennessee,,,Hawkins,Corn,Potatos,Apples,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,Using insect repellent when outdoors,,,,,,,3,Neutral,Trust,Trust,Neutral,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",3,None of the above or other,112,50,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
437,R_1CvgW2cH0tJmb3M,Louisiana,Tangipahoa,,,"Sugar cane, rice, seafood",Seafood,Apples,Agree,Agree,Agree,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Trust,Trust,Neutral,Neutral,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",5,Protestant,126,72,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,Farmers market
1121,R_SQ1Z93yfEJ5Z2tH,Louisiana,Iberia,,,Crayfish oyster shrimp ,Seafood sugar cane corn,Apples,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey ,Somewhat Concerned,,,,,,Other (Please Specify),Nothing ,7,Neutral,Neutral,Neutral,Distrust,Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",1,Catholic,98,24,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
349,R_bp7HbtE0gbNkoNP,Louisiana,Orleans,,,Seafood,Shrimp,Apples,Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,6,Distrust,Trust,Neutral,Trust,Distrust,Strongly Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",2,Catholic,150,100,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
220,R_1o5OCWDLum0kRJE,Missouri,,,,Corn,Soybeans,Apples,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Concerned at all,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Strongly Trust,Trust,Neutral,Trust,Strongly Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",2,None of the above or other,126,15,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
690,R_Zlbz30Ta0ylrq7L,Tennessee,,,Blount,Corn,Strawberry ,Apples,Neutral,Neutral,Neutral,,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,Community Programs or Workshops,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Neutral,Strongly Trust,Trust,Trust,Distrust,Distrust,35 - 44,Female,,,,Asian Indian,,,,,,Vietnamese,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",10,Catholic,181,102,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)"
172,R_4TkfgwyblFRPKTv,Tennessee,,,Monroe,Grapes ,Alot ,Apples ,Strongly Agree,Strongly Agree,Agree,,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,,,,Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Protestant,136,88,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
420,R_32YfhUkmJ6AOIdo,Tennessee,,,Knox,Corn ,Potatoes ,Apples ,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,,,Checking for ticks after spending time outdoors,,,,,7,Trust,Trust,Trust,Trust,Neutral,Distrust,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,Protestant,152,61,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
333,R_Ti621EmBIhiAvDP,Missouri,,,,Corn,Rice,Apples ,Neutral,Neutral,Disagree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.","Medical professionals (Doctor, Nurse, etc.)",,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Not Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,6,Neutral,Neutral,Distrust,Trust,Distrust,Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",2,Not religious,124,34,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
350,R_3KUPcjMWl3InLHF,Missouri,,,,Beef,Corn and poultry,apples and pears,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,7,Neutral,Trust,Neutral,Neutral,Distrust,Strongly Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Catholic,20,15,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
712,R_2uTGYdaNlXsVefe,Arkansas,,,,Zucchini and zucchini squash ,Don't know ,"Apples, bananas ",Neutral,Neutral,Neutral,,Blackberries,,Muscadine Grapes,,,Persimmons,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Not Concerned at all,,,Checking for ticks after spending time outdoors,,,,,7,Trust,Strongly Trust,Strongly Trust,Strongly Trust,Trust,Trust,18 - 24,Female,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$50,000 - $59,999",1,Protestant,32,100,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
294,R_3eeiMjLI3QW7lHA,Arkansas,,,,Pizza steak,"Fried okra,fried squash","Apples,bannanas",Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Not Very Concerned,,,,,,Other (Please Specify),Nothing,1,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",2,None of the above or other,64,22,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
327,R_1kYVgLEmx95i0gc,Tennessee,,,Sumner,Corn,Soybeans ,Artichokes ,Neutral,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey ,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,4,Trust,Trust,Trust,Trust,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",3,Catholic,153,56,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
458,R_1NafWJ2UWabVwcj,Mississippi,,Harrison,,Sweet potatoes,Catfish,As much as possible,Disagree,Neutral,Neutral,Pecans,Blackberries,,Muscadine Grapes,,,Persimmons,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Just now,Not Very Concerned,,,,,,Other (Please Specify),None. I just found out about it,7,Trust,Trust,Neutral,Trust,Neutral,Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",3,Catholic,120,35,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
1983,R_Uokc2z69WQuLGNj,Mississippi,,Chickasaw,,Sweet potato ,Corn,Asparagus,Neutral,Neutral,Neutral,,Blackberries,,Muscadine Grapes,,,Persimmons,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),I haven't heard ,Not Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",3,Not religious,154,34,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
