Duration (in seconds),Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
165,Tennessee,,,Williamson,Tabocvo,Catfish,Shrimp,Agree,Strongly Disagree,Neutral,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,,,Neutral,,,Checking for ticks after spending time outdoors,,,,,5,Trust,Neutral,Trust,Trust,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Protestant,93,35,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,42PqykkpIdbXUIvY59qZUK,29,,165,anonymous,Value will be set from Panel or URL,on,White
4078,Tennessee,,,Anderson,Corn possibly ,Corn and maybe tobacco,More fruit,Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),NA,Not Concerned at all,,,Checking for ticks after spending time outdoors,,,,,2,Distrust,Trust,Neutral,Neutral,Distrust,Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",6,Protestant,192,52,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,2we4pCKg9ktwJx7zQYk5mi,29,,4078,anonymous,Value will be set from Panel or URL,on,White
329,Mississippi,,Lauderdale,,Corn,Corn,Squash,Agree,Agree,Neutral,,,,,,,,Mushrooms,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,Seeking medical advice or consultation about prevention,,,10,Strongly Distrust,Distrust,Distrust,Distrust,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,None of the above or other,76,0,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,5pC9mi3QSUTU4kxHcWtjOz,29,,329,anonymous,Value will be set from Panel or URL,on,White
546,Arkansas,,,,"Soybeans, rice,","Rice, soybeans,corn","Beets, potatoes",Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,,,Other (Please Specify),I have it.,Somewhat Concerned,,,,,,Other (Please Specify),Syay inside,6,Neutral,Trust,Trust,Neutral,Distrust,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",3,None of the above or other,95,20,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,20ePSzaCNEk3Z7G6pAYwpz,29,,546,anonymous,Value will be set from Panel or URL,on,White
323,Missouri,,,,Corn or beans,Beans,Corn,Agree,Agree,Agree,,,,,,,,Mushrooms,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,3,Trust,Trust,Trust,Trust,Neutral,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",4,None of the above or other,100,60,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)",Farmers market,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4d38RYQj9bgRZ08KrfRkdu,29,,323,anonymous,Value will be set from Panel or URL,on,White
460,Missouri,,,,Corn,Catfish ,Crab,Agree,Neutral,Agree,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",3,None of the above or other,201,30,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0gC7UfemYyLfL1MRHRtobL,29,,460,anonymous,Value will be set from Panel or URL,on,Black/AA
289,Tennessee,,,Blount,Beef,Beef,Beef,Strongly Agree,Strongly Agree,Neutral,,Blackberries,,Muscadine Grapes,,,,,,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Not Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Strongly Distrust,Neutral,Neutral,Trust,Strongly Distrust,Trust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,None of the above or other,161,103,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,1QA4ys6UhTvCXVAt6F6gne,29,,289,anonymous,Value will be set from Panel or URL,on,White
409,Missouri,,,,Don't know,Don't know ,Don't know ,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,Other (Please Specify),Coworkers,Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,Other (Please Specify),Avoiding areas I think ticks might be,5,Neutral,Trust,Trust,Neutral,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",1,Protestant,100,35,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0Nv8KIVXXM8iJarpfE7ClB,29,,409,anonymous,Value will be set from Panel or URL,on,White
141,Mississippi,,Madison,,Potatoes ,Corn,Fish,Neutral,Neutral,Neutral,,,,,,,Persimmons,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",6,None of the above or other,166,155,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6C5w41jIiSGv4w63Vvsdlx,29,,141,anonymous,Value will be set from Panel or URL,on,Black/AA
375,Tennessee,,,Monroe,Tomatoes ,Turnips ,Fruits,Agree,Agree,Neutral,,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,Friends or Family,,,Not Very Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Trust,Trust,Neutral,Trust,Strongly Distrust,Distrust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,Protestant,178,105,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,5lp9ALyPr3P0vBKim7rkFU,29,,375,anonymous,Value will be set from Panel or URL,on,White
591,Missouri,,,,"Soy beans, Corn, Apples","Peanuts, Cotton, Corn, Soy beans, Strawberries","Loquats, Avocado, ",Agree,Agree,Agree,Pecans,,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,,,,Somewhat Concerned,Using insect repellent when outdoors,,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Trust,Trust,Strongly Trust,Strongly Trust,Trust,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,None of the above or other,135,10,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,3DZFBSk2ZcGrkqe4dGgT13,29,,591,anonymous,Value will be set from Panel or URL,on,White
864,Tennessee,,,Sumner,corn hay cotton,Catfish walleye bass,Corn,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it,Not Very Concerned,,,,,,Other (Please Specify), No measures,8,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",,Not religious,206,49,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4RbPmyV1JVahUyXDoEthhY,29,,864,anonymous,Value will be set from Panel or URL,on,White
345,Tennessee,,,Weakley,"corn, sweet potatoes, beans ",Fruit ,Fruit ,Agree,Agree,Neutral,,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Not Very Concerned,Using insect repellent when outdoors,,,,,,,5,Strongly Distrust,Trust,Neutral,Trust,Strongly Distrust,Strongly Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",6,Protestant,101,200,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0Gxn7y34o4J7r1K5hTFmTI,29,,345,anonymous,Value will be set from Panel or URL,on,White
335,Missouri,,,,None,None,None,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,News/Media,,,,,,,Not Concerned at all,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Trust,Trust,Trust,Trust,Strongly Distrust,Strongly Distrust,65 - 74,Male,,,,,,,,,,,,,,,some other race,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,Catholic,84,9,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6QHLy1FWI7NTKFscEMxtW1,29,,335,anonymous,Value will be set from Panel or URL,on,American Indian or Alaska Native or Others
255,Louisiana,Natchitoches,,,Crawfish,Rice,Wheat,Neutral,Neutral,Neutral,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,None of the above or other,174,90,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0WdWAtvsXBZ961rvusx3mf,29,,255,anonymous,Value will be set from Panel or URL,on,White
421,Missouri,,,,Tomato ,Onions,Peaches,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Not Concerned at all,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Neutral,Trust,Trust,Strongly Distrust,Strongly Distrust,Strongly Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",1,Protestant,43,16,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,50YleiQPE060J9AU4GygVt,29,,421,anonymous,Value will be set from Panel or URL,on,White
755,Tennessee,,,Union,Corn and tomatoes ,Shrimp and crawfish,Lobster,Agree,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),The survey ,Not Concerned at all,,,Checking for ticks after spending time outdoors,,,,,7,Distrust,Neutral,Neutral,Neutral,Distrust,Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",7,Protestant,250,149,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4PFvK53lJT6WajOy3SUpRg,29,,755,anonymous,Value will be set from Panel or URL,on,White
214,Louisiana,St Tammany,,,Rice,Rice,Rice,Agree,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),,Not Concerned at all,,,,,,Other (Please Specify),,7,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$20,000 - $29,999",4,None of the above or other,131,250,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,42sPbbmFvAtAaog3j8lpYE,29,,214,anonymous,Value will be set from Panel or URL,on,
344,Arkansas,,,,Rice ,Cotten ,Leafy greens,Neutral,Neutral,Neutral,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Not Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,5,Trust,Trust,Trust,Trust,Trust,Neutral,35 - 44,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",2,Protestant,75,49,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0oZeeBFpHTh5T2Q2dRS0dc,29,,344,anonymous,Value will be set from Panel or URL,on,Black/AA
173,Missouri,,,,Oranges,Chicken,Idk,Strongly Disagree,Disagree,Neutral,Pecans,Blackberries,Ramps,,,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,4,Neutral,Neutral,Trust,Trust,Trust,Neutral,18 - 24,Female,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","Less than $10,000",2,Not religious,18,26,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,1EThLZrUzPrPjiFgJc4SG4,29,,173,anonymous,Value will be set from Panel or URL,on,
234,Louisiana,Orleans,,,"Gumbo, Red beans and rice",Seafood,Nit sure,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Very Concerned,,,,,Seeking medical advice or consultation about prevention,,,3,Distrust,Neutral,Distrust,Trust,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,Not religious,48,65,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,5fX38hWvkOJan6zKtA5oE7,29,,234,anonymous,Value will be set from Panel or URL,on,White
428,Tennessee,,,Jackson,"Corn, soybean, strawberries",Rice,Not sure,Agree,Agree,Agree,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,7,Distrust,Trust,Neutral,Trust,Strongly Distrust,Strongly Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$80,000 - $89,999",2,Catholic,143,33,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6OBTxCeFWYGppzH0LvAgKj,29,,428,anonymous,Value will be set from Panel or URL,on,
