Duration (in seconds),LocationLatitude,LocationLongitude,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33,Q15,Q16,Q16_7_TEXT,Q17,Q18,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207391-7c47-281f-d6c2-75072933e2ec,41868610,H,,,,,,36,anonymous,Value will be set from Panel or URL,on,
357,29.7821,-91.504,5,51,,,sugar cane,sugar cane,don't know,5,5,5,"17,18",3,7,none,4,4,,10,1,4,1,5,2,2,8,1,1,1,5,2,2,124,50,"4,8,9",8,Qual29638-0912-ConsumersStudy[BA],1,,65207313-586e-369b-c1c2-9f8934459af2,41868610,H,1338,,,,,357,anonymous,Value will be set from Panel or URL,on,White
280,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207384-0856-09ff-c45a-1210041a5220,41868610,H,,,,,,280,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207516-af90-ad0a-347e-03d14e639264,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
30,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207553-cfeb-05bb-fad0-a5b521863644,41868610,H,,,,,,30,anonymous,Value will be set from Panel or URL,on,
95,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207507-3046-141d-1919-2321ac5dc127,41868610,H,,,,,,95,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207580-42be-29ef-ac26-bb7ce3e61fe8,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
67,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652075b8-b7a1-8780-260d-749f9f02c864,41868610,H,,,,,,67,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652075f1-b53b-fd36-7979-62cbe6d8aa8f,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520763c-52a6-204b-708d-48f911e76438,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652076a3-a082-12ae-f1b7-22f283224269,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652076b8-e735-addd-8bf0-2072c44e31ef,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
10,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652076db-9d9d-08ee-9c93-62337d918294,41868610,H,,,,,,10,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652077b7-81de-848a-de03-5f3a04f051ea,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652077a2-2aec-b376-3f0d-4264358374ac,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
342,38.763,-90.5474,7,,,,barbeque,I don't know,none,3,1,1,30,3,7,none,5,5,,5,1,4,4,4,1,1,8,4,1,1,2,1,10,125,7,5,5,Qual29638-0912-ConsumersStudy[BA],1,,65207778-4199-9811-50fa-5bc19fd49e4e,41868610,H,1338,,,,,342,anonymous,Value will be set from Panel or URL,on,White
10,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652078fb-d75a-04af-1ecd-b64f874aefe8,41868610,H,,,,,,10,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652079ff-239d-e0f1-15e4-58715b0148c8,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
32,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207abe-8745-8e64-d70b-2ad4356ad6ef,41868610,H,,,,,,32,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207b84-3d40-9b23-d22b-a1ea1d82713e,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207b78-351d-a81d-a13d-62e1fa426650,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
81,,,6,,1,,R,T,G,5,5,5,20,1,6,,3,5,,10,1,1,2,4,5,3,1,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,age,65207b68-3311-2a47-55ac-366ab2ebc417,41868610,H,,,,,,81,anonymous,Value will be set from Panel or URL,on,
792,29.9627,-90.0676,6,,18,,None,fried foods,I don't really know. The heat burns most things up during the summer.,3,3,3,"17,18,24",1,"2,6",,2,"1,2,3",,9,2,2,2,2,2,1,4,2,1,1,3,2,8,100,0,"4,8",4,Qual29638-0912-ConsumersStudy[BA],1,,65207404-9874-5c93-767e-df0761f8af0a,41868610,H,1338,,,,,792,anonymous,Value will be set from Panel or URL,on,White
106,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207c2d-34eb-38c2-27fc-79c4653fd50d,41868610,H,,,,,,106,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207d3d-79be-eafc-b7a0-d59c3394130e,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207d8e-879e-628a-e168-892ac9e5b669,41868610,H,,,,,,20,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207db7-c8d2-b09d-beeb-63b765b614c9,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207d55-1b12-be1e-503e-4d97b2ec61fd,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65207ffc-b5be-40ef-33eb-e78462e8b030,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520801c-106f-bbb0-b32f-849ed9949c15,41868610,H,,,,,,20,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65208072-e6e4-0657-86a1-929c23d1a76d,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652080d8-a9b1-8fa7-01aa-8053076d1508,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520824c-ff3a-29bb-9c2b-0cf7dd464d7f,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
45,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652082fc-8fae-8e77-8e96-b40f9ded80c9,41868610,H,,,,,,45,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65208321-d3fd-86a7-2ac8-33cf0a8629dd,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520842f-983a-7141-ca6e-5b425b0bcc74,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652084fe-e141-361b-9483-0745fe4a4c97,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520864f-4ba1-4420-b03d-cf103e37edb3,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520888b-d593-572f-be2a-5ca213b4b8e1,41868610,H,,,,,,36,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652088f4-5e59-7dc8-0d47-afff12ef5806,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652089c6-0b34-7850-515f-e5e28414e059,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
343,37.1538,-76.539,2,,,,Tacos,Christian ,Pizza,3,3,2,18,1,"1,4",,4,4,,5,5,5,4,4,2,2,2,1,"1,5",2,4,7,2,66,51,"4,5,8,13,14",4,Qual29638-0912-ConsumersStudy[BA],1,,652088f4-ab7b-3ddd-274c-410f508fd16c,41868610,H,1338,,,,,343,anonymous,Value will be set from Panel or URL,on,
17,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65208a8e-f0b2-8250-4d50-ad82896ba61c,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65208ac5-f7d3-0913-925a-3481aa96abb9,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65208d99-7052-b9fa-5325-4823e5ad4e67,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520912b-1fcc-49e1-eae4-6642205105d6,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
35,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652093a0-5153-651f-d580-49f4b094057f,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65209bc7-099a-b3b2-5169-49b8422be5ed,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520b0f1-1178-41ef-8662-0c470e1bbe0f,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520b68b-1128-8a30-ea54-41721adee2ad,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
271,38.4321,-90.3896,7,,,,"Corn, wheat ",Wheat ,Rice,4,4,4,"17,18,21,23,24",1,"3,5",,1,"1,2,3",,8,2,3,3,4,2,2,4,1,1,2,11,4,1,142,103,"4,5,6,7,9,14",5,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,7gALZITGsIqqmsYEjEmdL5,29,,271,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520b8aa-937f-0ba8-8841-7ad0637724ad,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520be61-caa4-fb8f-deaf-5f9000422cdb,41868610,H,,,,,,20,anonymous,Value will be set from Panel or URL,on,
94,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520be1c-4264-2d1a-bdd7-acdf7135cfd1,41868610,H,,,,,,94,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520c099-52ba-5d03-0cec-b4a90a32871d,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
175,29.9495,-90.1204,5,36,,,Red beans and rice ,Corn ,Pineapple,4,4,4,"17,18,29",2,1,,4,4,,4,4,4,4,3,2,1,3,2,1,1,11,2,10,97,202,"4,5,6,7,9,10,14",4,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4RikpA9LM7KU61aXIXLZtw,29,,175,anonymous,Value will be set from Panel or URL,on,White
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520c4de-7fc5-6a35-4352-022453cb8549,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520c9b5-dcfc-155e-8c77-f3f32e853f57,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520cc22-ca6e-51ae-97c4-a50195722b7c,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520dfca-e78c-a81a-8ec9-02a8680ada0d,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
11,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,,,,,19772504,73edIfQX2tWKPlbd8df8uS,,,11,anonymous,Value will be set from Panel or URL,on,
327,34.8108,-92.2249,2,,,,Cheese dip,Chili,Chicken fried chicken,3,3,2,"18,24,29",3,7,From this survey ,2,"3,5",,2,3,4,3,3,2,2,3,2,1,5,7,3,10,229,74,"4,9",9,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,31cnzYrUfhvRGyf9zlxi1O,29,,327,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520f3c5-a297-bef1-4d17-73f0867bf606,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
51,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fade-9282-a5ca-70ef-bfcb691100a1,41868610,H,,,,,,51,anonymous,Value will be set from Panel or URL,on,
590,33.8734,-78.6493,8,,,42,Peach ,Grape ,Peach ,5,5,5,"17,20,26",3,"1,2",,3,3,,7,4,5,4,4,4,4,4,1,1,1,2,3,2,135,0,"4,11,12,13",11,Qual29638-0912-ConsumersStudy[BA],1,,6520f8f4-47db-d581-fe1f-935d3b04a554,41868610,H,1338,,,,,590,anonymous,Value will be set from Panel or URL,on,White
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fbdb-400b-a5e5-5ec7-6b6764618863,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fbd5-da7e-6c8b-eeff-251b97cf8c2f,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fbcd-fc09-98c0-9b81-faa51e80b5de,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fc78-6251-61fd-95c4-195773db32fe,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
69,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fca1-28db-7d0a-213e-3e4530c70ac7,41868610,H,,,,,,69,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fd32-efba-d8e3-59e8-fab4585bfba5,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fd85-104b-831c-3c2a-826155ff94c4,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
71,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fd7a-18f7-5d72-73d1-0e867ba7da2e,41868610,H,,,,,,71,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fdaf-3660-7523-997a-eede19cf1898,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fdbb-6053-1a3b-aeb6-17f162524f1c,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fdee-3800-7587-d4a4-46bc8da5e80e,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fdac-a266-1060-6dbb-7c46f49f828e,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
185,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fd90-4aa7-3464-4b2c-8117a1b4b904,41868610,H,,,,,,185,anonymous,Value will be set from Panel or URL,on,
633,30.4509,-91.1563,5,51,,,"Rice
Sugar",Rice ,"Berries
Avacodo ",4,2,2,"17,18,24,29",3,7,None,4,2,,7,4,5,5,5,2,2,3,2,3,1,8,3,9,76,15,"4,5,6,7,8,14",5,Qual29638-0912-ConsumersStudy[BA],1,,6520fbfc-746e-2805-52b2-72728b1ad936,41868610,H,1338,,,,,633,anonymous,Value will be set from Panel or URL,on,American Indian or Alaska Native or Others
72,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fdea-2446-153f-4c67-69593a7e5e4d,41868610,H,,,,,,72,anonymous,Value will be set from Panel or URL,on,
56,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fe38-98d2-9475-fc36-526b8bf5bdda,41868610,H,,,,,,56,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fe52-2331-4b56-1c38-dd430b6bb390,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fe94-1131-17bb-b253-69cb54f2b5ca,41868610,H,,,,,,9,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fe9e-19fa-6728-b746-f35ef2af37ed,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520feab-39ab-fc45-21de-d9ae05d08ec3,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
532,33.4524,-90.6528,6,,67,,"Soybeans, corn",Soybeans and corn and catfish,potatoes and rice and wheat,5,4,5,"17,18,26",3,7,Only what I just read in this survey,2,3,,7,5,4,5,3,3,3,6,2,1,1,4,2,1,125,40,4,4,Qual29638-0912-ConsumersStudy[BA],1,,6520fc8a-941e-7ca5-a768-fdc406b44320,41868610,H,1338,,,,,532,anonymous,Value will be set from Panel or URL,on,White
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fec9-ae1f-7aba-f6a2-fc228ee8f327,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
67,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fe45-649f-5130-cb6b-45dda806c9d9,41868610,H,,,,,,67,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520ff0d-b3d7-6889-e9d3-3c166c624fd8,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
56,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fea3-a1ca-2833-0f3e-793a41a5f664,41868610,H,,,,,,56,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520ff28-7c62-b108-a838-0010b50350cd,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520ff62-e965-f7e4-f918-fab38d87a1ad,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
55,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520ffc1-c30d-8a29-af0a-5e348d46266d,41868610,H,,,,,,55,anonymous,Value will be set from Panel or URL,on,
33,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6520fffa-81a3-3b8c-e95c-5babb760af1d,41868610,H,,,,,,33,anonymous,Value will be set from Panel or URL,on,
414,38.6287,-90.1988,6,,5,,I would say corn and apples ,"Chickens and crops 
",Potatoes,3,4,3,"23,29",1,2,,5,"2,3",,5,2,4,5,3,2,2,2,2,2,1,1,4,2,250,71,"4,5,8",7,Qual29638-0912-ConsumersStudy[BA],1,,6520fecd-2713-96ab-bf1f-12676a6f0e0c,41868610,H,1338,,,,,414,anonymous,Value will be set from Panel or URL,on,Black/AA
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65210123-c773-3949-d8e6-2943184164cd,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65210140-6a2d-7636-dad8-a88d3cdb9e6d,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6521021b-f93c-5fcc-5e4e-8e5ef1c6cf4c,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6521024c-2826-d2eb-783b-d0917d225504,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65210246-07c2-712c-240c-345f6a29d33c,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65210444-18ec-471b-8beb-ca8593535adc,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
406,36.2646,-86.702,8,,,19,"Corn, soy bean",Corn,Watermelon ,4,4,2,"17,29",3,7,None,2,3,,7,3,3,4,4,2,3,4,2,1,1,6,3,9,124,80,"4,7,8,9",4,Qual29638-0912-ConsumersStudy[BA],1,,652102dc-f92e-fbd4-23ab-312e17f03e69,41868610,H,1338,,,,,406,anonymous,Value will be set from Panel or URL,on,White
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652104a9-2d05-5d1d-d60d-f41e6b333b16,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
