duration,ResponseId,Q2,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18_5,Q21
217,R_5cD2TsXY5ijzmFz,Florida,4.25,1.25,1.75,0.7,0.25,Strongly agree,4,5,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,They are about the same.,They are about the same.,I don't know.,I don't know.,the mississippi river comes to mind first and all the land it irrigates,,Arkansas,,,,,,Louisiana,Minnesota,,Missouri,,,Tennessee,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",125,Supermarket
174,R_50IfKfURGLT6ONN,Illinois,5,1.75,1,0.9,0.3,Strongly agree,5,4,5,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,not sure,,,,,,,,,,Mississippi,,,,,,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$50,000 - $59,999",114,Supermarket
380,R_5hAvTwlAi2qunGa,California,5.25,1.75,2,1,0.3,Strongly agree,5,5,1,1,5,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,They are about the same.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,the bread basket,Alabama,Arkansas,,,,Kansas,,,,Mississippi,Missouri,,Oklahoma,Tennessee,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",50,Supermarket
163,R_6DujJ92xf5LUr2c,Washington,3.75,1.5,3.25,0.6,0.3,Neither agree nor disagree,5,4,4,5,4,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I have no idea about this topic ,,,,,,Kansas,,Louisiana,,Mississippi,,,,,,35 - 44,Female,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",122,Supermarket
181,R_6MguSSXPDeOTq48,North Carolina,4.25,1.5,1.5,0.8,0,Strongly agree,4,4,3,3,4,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,I don't know.,I don't know.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Not sure ,Alabama,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",60,Supermarket
101,R_11pmeC9Uo65qT6v,Pennsylvania,5,2,3,1.5,0.5,Strongly disagree,3,4,3,3,4,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,I dont no,Alabama,,,,,,,,,,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$80,000 - $89,999",80,Health/Natural Food Store
238,R_64jxuCnWcuh6Yd1,Maryland,4.25,1.75,2,0.8,0.35,Somewhat agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,I don't know.,I don't know.,I dont know much about this region,,Arkansas,,,,,,,,Mississippi,,,,Tennessee,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",130,Supermarket
244,R_6HZYiR7cZM1Q0nT,Ohio,2.75,2.25,2.25,0.9,0.3,Strongly agree,5,5,3,4,5,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,They are about the same.,They are about the same.,I don't know.,Not sure,,Arkansas,,,,,,Louisiana,,Mississippi,,,,Tennessee,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",165,Supermarket
194,R_5miJ91OUtWbwhY5,New Jersey,4.25,1.25,1.75,0.7,0.25,Strongly agree,5,5,3,3,5,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Wet,Alabama,,,,,,,Louisiana,,,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Health/Natural Food Store
211,R_3mm88UmUvCG5xNI,California,2.5,2.25,3,0.2,0.45,Strongly agree,5,3,2,5,2,I don't know.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,I'm not so familiar and I wouldn't wanna give you false information ,,,,,,,,,,Mississippi,,,,,,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","Less than $10,000",200,Supermarket
297,R_7sS5kdXQgv1Zvfr,Michigan,2.25,1.25,1.75,0.2,0.25,Neither agree nor disagree,5,3,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,don't know,Alabama,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",108,Supermarket
228,R_3A1uizHerHcxTTX,Pennsylvania,3.5,1,0.75,0.5,0.15,Somewhat agree,5,5,3,3,3,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,rich soil ,,Arkansas,,,,,,,,Mississippi,Missouri,,,Tennessee,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",140,Supermarket
260,R_6dR2V2BaGjNyxMJ,Texas,4,1,1.75,1,0.3,Strongly agree,5,3,4,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,hot,Alabama,Arkansas,,,,,,,,Mississippi,Missouri,,,,,55 - 64,Female,White,,,,,,,Japanese,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",200,Supermarket
256,R_5lPpjCxCCwiYg8d,Florida,4.25,1.25,1.75,0.7,0.25,Strongly agree,4,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Nice area,Alabama,Arkansas,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",162,Supermarket
327,R_6LO8yCmcN9IZSEP,North Carolina,4.25,1.25,1.75,0.7,0,Strongly agree,4,5,4,3,4,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,Mississippi Delta,Alabama,,,,,,Kentucky,,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",80,Supermarket
340,R_1hhVT5f0Gx7YIvC,California,4.5,1.5,2,1,0.35,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know just how clean and well maintained the farms are there but I'm all about keeping our money in America,Alabama,Arkansas,,,,,Kentucky,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$50,000 - $59,999",140,Supermarket
165,R_5Eosu545kbEsd5m,Ohio,4.25,1.25,1.75,0.8,0.25,Somewhat agree,3,3,4,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,They are about the same.,I don't know,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",65,Supermarket
184,R_1QGzDVjUsgC3tNx,New Jersey,4.5,1.5,1.75,0.9,0.35,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,a large communicy,,,,,,,,,,Mississippi,Missouri,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket
274,R_1RlsHKgK5mlceZj,South Carolina,4,1,1.25,0.7,0.25,Strongly agree,5,5,5,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,MS to GA,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",199,Farmers Market
119,R_3Egms4Pqlyu29Yu,California,5.5,2,3,1.3,0.4,Somewhat agree,5,4,5,5,5,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,I would descirbe the mississippi delta by being very convenient ,,,Illinois,,,,,,,,,,,,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",184,Supermarket
130,R_5q8s40ZgQFmm1tG,North Carolina,3,1,1.25,0.5,0.4,Strongly agree,5,5,5,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Water land,,Arkansas,Illinois,,Iowa,,,,,,,,,Tennessee,Wisconsin,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",126,Supermarket
194,R_5CNH19brKZqP7vW,Illinois,2.25,0.5,1.75,0.5,0.25,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,I have no idea,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",200,Supermarket
219,R_6maxCHd9y8HIzuU,Texas,5.5,2.25,2.75,0.4,0.35,Somewhat agree,4,4,3,3,4,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,The states littoral to the delta ,,Arkansas,,,,,,,,Mississippi,,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",150,Farmers Market
148,R_5PcJ0YEL9EEvtfQ,Massachusetts,2.75,0.5,1.5,0.6,0.3,Somewhat agree,4,5,5,4,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,An area with great food,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",99,Supermarket
385,R_6YaMvD0gVf0Zra0,Pennsylvania,3.75,1.25,1.75,0.8,0.25,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,fertile farming,,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",60,Farmers Market
383,R_36IqqB7XVCnNHgd,Florida,3.25,0.5,2,0.8,0.35,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Mississippi Alabama Louisiana,Alabama,Arkansas,,,,Kansas,Kentucky,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Supermarket
383,R_1LnbPpNXDeJmXoB,Pennsylvania,3.25,0,1.75,0.5,0.05,Strongly agree,4,4,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,fine soil,,,,,,,,,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",200,Farmers Market
217,R_51cm6lCS7Vc1KZ6,California,2.75,1.25,1,1.2,0.3,Somewhat agree,5,5,3,3,5,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,No thoughts ,,,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",113,Supermarket
286,R_5BV2icuDLEBLDQR,Maryland,2.75,0.75,1,0.5,0.2,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is inferior,They are about the same.,They are about the same.,A southern region,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",80,Supermarket
187,R_3lAcGM8a4pHT0Td,Ohio,4.75,1.5,2.5,0.9,0.35,Strongly agree,5,3,5,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Unsure,,,,,,,,,,Mississippi,,,,,,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",198,Supermarket
198,R_34q4uGnPXpgF2Ii,Virginia,2.75,1.25,1.25,0.6,0.15,Strongly agree,3,3,2,2,3,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Nutrient rich,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",102,Supermarket
349,R_7reT7xIyXjpwooU,Virginia,3.5,0.75,1.25,0.6,0.2,Strongly agree,2,4,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,wet,,Arkansas,,,,,,Louisiana,,,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",102,Supermarket
283,R_5j741MEWhBq7tUY,Texas,5,1.5,2.25,0.9,0.35,Strongly agree,4,5,2,2,4,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,They are about the same.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,High poverty levels,Alabama,,,,,,,,,Mississippi,,,,,,65 - 74,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",100,Supermarket
